state,egrid_subregion,year,variable,value,scenario
AK,AKGD,2027,grid_kgCO2EpkWh_MC,0.4259066445935128,Mid Case - No New Policy
AK,AKGD,2027,grid_kgCO2EpkWh_MC,0.4259066445935128,Mid Case - No New Policy
AK,AKGD,2027,grid_kgCO2EpkWh_MC,0.4259066445935128,Mid Case - No New Policy
AK,AKGD,2028,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2028,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2028,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2028,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2028,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2029,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2029,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2029,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2029,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2029,grid_kgCO2EpkWh_MC,0.4335313012820082,Mid Case - No New Policy
AK,AKGD,2030,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2030,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2030,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2030,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2030,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2031,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2031,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2031,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2031,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2031,grid_kgCO2EpkWh_MC,0.4031001853360022,Mid Case - No New Policy
AK,AKGD,2032,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2032,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2032,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2032,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2032,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2033,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2033,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2033,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2033,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2033,grid_kgCO2EpkWh_MC,0.39235053083313887,Mid Case - No New Policy
AK,AKGD,2034,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2034,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2034,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2034,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2034,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2035,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2035,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2035,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2035,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2035,grid_kgCO2EpkWh_MC,0.3787482402969518,Mid Case - No New Policy
AK,AKGD,2036,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2036,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2036,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2036,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2036,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2037,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2037,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2037,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2037,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2037,grid_kgCO2EpkWh_MC,0.3742770332752866,Mid Case - No New Policy
AK,AKGD,2038,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2038,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2038,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2038,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2038,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2039,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2039,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2039,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2039,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2039,grid_kgCO2EpkWh_MC,0.36396857255969145,Mid Case - No New Policy
AK,AKGD,2040,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2040,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2040,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2040,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2040,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2041,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2041,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2041,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2041,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2041,grid_kgCO2EpkWh_MC,0.35808170721058197,Mid Case - No New Policy
AK,AKGD,2042,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2042,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2042,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2042,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2042,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2043,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2043,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2043,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2043,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2043,grid_kgCO2EpkWh_MC,0.3522280260203428,Mid Case - No New Policy
AK,AKGD,2044,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2044,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2044,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2044,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2044,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2045,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2045,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2045,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2045,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2045,grid_kgCO2EpkWh_MC,0.3485248739790295,Mid Case - No New Policy
AK,AKGD,2046,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2046,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2046,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2046,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2046,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2047,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2047,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2047,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2047,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2047,grid_kgCO2EpkWh_MC,0.33624061898371044,Mid Case - No New Policy
AK,AKGD,2048,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2048,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2048,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2048,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2048,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2049,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2049,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2049,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2049,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2049,grid_kgCO2EpkWh_MC,0.3355626113741009,Mid Case - No New Policy
AK,AKGD,2050,grid_kgCO2EpkWh_MC,0.3075767511716123,Mid Case - No New Policy
AK,AKGD,2050,grid_kgCO2EpkWh_MC,0.3075767511716123,Mid Case - No New Policy
AK,AKGD,2050,grid_kgCO2EpkWh_MC,0.3075767511716123,Mid Case - No New Policy
AK,AKGD,2050,grid_kgCO2EpkWh_MC,0.3075767511716123,Mid Case - No New Policy
AK,AKGD,2050,grid_kgCO2EpkWh_MC,0.3075767511716123,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2022,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2023,grid_kgCO2EpkWh_MC,0.243177900752971,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2024,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2025,grid_kgCO2EpkWh_MC,0.20607983822840026,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2026,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
AK,AKMS,2027,grid_kgCO2EpkWh_MC,0.2067874228580274,Mid Case - No New Policy
